orgao_codigo,orgao_descricao,uo_codigo,uo_descricao,unidade_gestora_codigo,unidade_gestora_descricao,fonte_de_recursos_codigo,fonte_de_recursos_descricao,licitacao_codigo,licitacao_descricao,funcao_codigo,funcao_descricao,subfuncao_codigo,subfuncao_descricao,programa_codigo,programa_descricao,acao_codigo,acao_descricao,funcional_programatica_codigo,funcional_programatica_descricao,municipio_codigo,municipio_descricao,despesas_codigo,despesas_descricao,empenhado,liquidado,pago,pago_restos
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,0,ADIANTAMENTO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903030,MEDICAMENTOS E INSUMOS FARMACEUTICOS,200.00,200.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,0,ADIANTAMENTO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903993,VERBA DE REPRESENTACAO,20000.00,10000.00,10000.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,4,CONCORRENCIA,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,12150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,01031015012150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,0100,SAO PAULO                                    ,33903981,REFORMAS SEM AMPLIA��O DO IM�VEL,0.00,0.00,0.00,516522.87
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,4,CONCORRENCIA,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,12150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,01031015012150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,0100,SAO PAULO                                    ,33903999,OUTROS SERVICOS DE TERCEIROS,1760991.00,0.00,0.00,108668.87
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,4,CONCORRENCIA,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,62750000,PUBLICIDADE INSTITUCIONAL DA ALESP,01031015062750000,PUBLICIDADE INSTITUCIONAL DA ALESP,0100,SAO PAULO                                    ,33903928,SERVICOS DE PUBLICIDADE INSTITUCIONAL,0.00,0.00,0.00,568787.26
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,12150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,01031015012150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,0100,SAO PAULO                                    ,33903981,REFORMAS SEM AMPLIA��O DO IM�VEL,0.00,0.00,0.00,45369.28
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33903060,MATERIAIS E SUPRIMENTOS DE INFORMATICA,0.00,0.00,0.00,14105.80
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33903999,OUTROS SERVICOS DE TERCEIROS,6659660.69,0.00,0.00,137657.41
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903031,"MATERIAL MEDICO,HOSPITALAR E ODONTOLOGICO",0.00,0.00,0.00,720.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903043,"LIVROS P/BIBLIO.PUBLI,MAPAS,OUTRAS PUBLICACA",0.00,0.00,0.00,2174.76
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903050,PECAS DE REPOSICAO E ACESSORIOS,0.00,0.00,0.00,4545.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903054,MATERIAL INSTALACAO ELETRICA E ELETRONICA,557.00,0.00,0.00,1925.86
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903066,MATERIAL PROT.SEGUR.SOCORRO E SOBREVIVENCIA,0.00,0.00,0.00,2150.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903090,OUTROS MATERIAIS DE CONSUMO,315.00,0.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903916,GAS MEDICINAL (SERV.DE FORNEC. E LOCACAO),18000.00,0.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903926,PUBLICIDADE LEGAL,0.00,0.00,0.00,2252.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903943,"ASSIN.DE JORNAIS,PERIODICOS E CLIPAGEM",0.00,0.00,0.00,462.08
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903949,ESTAGIARIOS CONTRATADOS POR INSTITUICOES,139440.00,0.00,0.00,8780.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903983,SERVICOS GRAFICOS,13500.00,0.00,0.00,460.40
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903999,OUTROS SERVICOS DE TERCEIROS,35400.00,0.00,0.00,24621.20
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33905011,ENERGIA ELETRICA,2328558.85,0.00,0.00,205945.14
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33905012,TELEFONIA FIXA,43828.56,0.00,0.00,134.25
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,44905235,"EQUIP.E MOBIL.MED.-HOSPITALAR,ODONTOLOGICO",0.00,0.00,0.00,4250.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0582,RIBEIRAO PRETO                               ,33903032,MATERIAL DE USO LABORATORIAL,0.00,0.00,0.00,626.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,126,TECNOLOGIA DA INFORMACAO,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,57010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,01126015057010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,0100,SAO PAULO                                    ,33904016,COMUNICA��O DE DADOS,186513.64,0.00,0.00,26393.44
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,126,TECNOLOGIA DA INFORMACAO,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,57010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,01126015057010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,0100,SAO PAULO                                    ,33904090,SERVI�OS DE TECNOLOGIA DA INFORMA��O,11365362.47,0.00,0.00,959915.62
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,126,TECNOLOGIA DA INFORMACAO,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,57010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,01126015057010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,0165,AMERICANA                                    ,33904090,SERVI�OS DE TECNOLOGIA DA INFORMA��O,48570.32,0.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,5,DISPENSA DE LICITACAO,01,LEGISLATIVA,128,FORMACAO DE RECURSOS HUMANOS,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48180000,DESENVOLVIMENTO DE PESSOAS,01128015048180000,DESENVOLVIMENTO DE PESSOAS,0100,SAO PAULO                                    ,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,0.00,0.00,0.00,2400.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903925,SERVICOS DE CORREIOS,1827909.02,0.00,0.00,1827909.02
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903980,CONSERV.MANUTENC.DE BENS MOVEIS E EQUIPAMENT,41732.32,0.00,0.00,17885.28
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33903999,OUTROS SERVICOS DE TERCEIROS,12000.00,0.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33905013,AGUA E ESGOTOS,2350050.72,0.00,0.00,97038.56
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33905014,GAS ENCANADO,40000.00,0.00,0.00,0.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,01031015048170000,FUNCIONAMENTO DO PROCESSO LEGISLATIVO,0100,SAO PAULO                                    ,33913996,TAXA DE ADMINISTRA��O � SPPREV-RPPS,0.00,0.00,0.00,54213.64
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,65120000,GARANTIA DA PRESERVACAO DIGITAL,01031015065120000,GARANTIA DA PRESERVACAO DIGITAL,0100,SAO PAULO                                    ,33904090,SERVI�OS DE TECNOLOGIA DA INFORMA��O,828450.00,0.00,0.00,191400.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,126,TECNOLOGIA DA INFORMACAO,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,57010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,01126015057010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,0100,SAO PAULO                                    ,33904018,SALA COFRE,119212.51,0.00,0.00,29400.22
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,126,TECNOLOGIA DA INFORMACAO,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,57010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,01126015057010000,GERENCIAMENTO DE REC DE TI E SEG CIBERNETICA,0100,SAO PAULO                                    ,33904090,SERVI�OS DE TECNOLOGIA DA INFORMA��O,558652.35,0.00,0.00,100186.81
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,6,INEXIGIVEL,01,LEGISLATIVA,128,FORMACAO DE RECURSOS HUMANOS,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,48180000,DESENVOLVIMENTO DE PESSOAS,01128015048180000,DESENVOLVIMENTO DE PESSOAS,0100,SAO PAULO                                    ,33903961,CONTRATACAO DE CURSOS PARA SERVIDOR PUBLICO,168750.00,0.00,0.00,18750.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,12150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,01031015012150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,0100,SAO PAULO                                    ,33903981,REFORMAS SEM AMPLIA��O DO IM�VEL,1500000.00,0.00,0.00,41560.58
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,12150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,01031015012150000,EXPANSAO E ADEQUACAO INSTALACOES PAL. 9 JULHO,0234,CACAPAVA                                     ,33903979,CONSERVACAO E MANUTENCAO DE IMOVEIS,0.00,0.00,0.00,14875.00
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33903919,LOCACAO DE MAQUINAS E EQUIPAMENTOS DIVERSOS,696909.39,0.00,0.00,430258.36
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33903958,"AUDIO,VIDEO,FOTO E PROJECAO",26689407.90,0.00,0.00,666459.19
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33903999,OUTROS SERVICOS DE TERCEIROS,1573167.60,0.00,0.00,42962.30
01000,ASSEMBLEIA LEGISLATIVA,01001,ASSEMBLEIA LEGISLATIVA,010101,ASSEMBLEIA LEGISLATIVA,150010,RECURSOS NAO VINC DE IMPOSTOS - TESOURO,7,PREG�O,01,LEGISLATIVA,031,ACAO LEGISLATIVA,0150,DESENVOLVIMENTO DAS ATIVIDADES PARLAMENTARES,45080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,01031015045080000,DIVULGACAO DOS TRABALHOS LEGISLATIVOS,0100,SAO PAULO                                    ,33904090,SERVI�OS DE TECNOLOGIA DA INFORMA��O,10016071.56,0.00,0.00,1322512.75
